Datetime,Tweet Id,Tweet,Username,Sentimen
2021-03-18 08:22:42+00:00,1372463460987006977,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP

938",jkmytime097,-1
2021-03-22 12:07:46+00:00,1373969651898544132,"@biutiblender Sebelumnya selamat kak uda lolos snmptn semoga sukses selalu buat kedepannya🌟 Makasih uda ngadain ini. Aku mau nomor 2 kak, buat persiapan belajar utbk dari sekarang karena selama daring banyak waktu luang. Semangat kak!",cheesewithcoco,1
2021-03-18 16:03:29+00:00,1372579417470300161,Kuliah semester ini paling buruk. Banyak bolos dan ga merhatiin dosen saat daring. Terlalu sibuk dengan urusan yg lain😥,deha__,-1
2021-03-18 08:47:13+00:00,1372469629830885378,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap hari bismillah ya allah

#8etter108MP 
#8etter108MP

1013",jkmytime097,-1
2021-03-20 14:42:49+00:00,1373283892686323712,"Mulai menarik kuliah daring semester ini, mulai berasa juga kurang tidur, mata panda, hare'eng.",MieAyamDiaduk,-1
2021-03-25 15:25:14+00:00,1375106509407838216,"Selama Belajar Daring, Belum Ada Laporan Siswa di Cimahi Kecanduan Gadget 

#CTBot Adrop Ram 11 tatm 10
https://t.co/fthWoZQDAI",sajayade,-1
2021-03-18 02:56:44+00:00,1372381427082297347,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP.
785",jkmytime097,-1
2021-03-16 14:07:10+00:00,1371825373537738753,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP

11",jkmytime097,-1
2021-03-21 06:30:08+00:00,1373522294950166528,"Halo, Temen-temen Psikologi
Semoga masih pada semangat ya ngejalanin kuliahnya ataupun kegiatan-kegiatan yang biasa kalian lakuin buat ngilangin rasa jenuh selama masih kuliah daring ini.",bempsiuhamka,1
2021-03-17 13:49:48+00:00,1372183388912676871,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP

489",jkmytime097,-1
2021-03-23 07:05:08+00:00,1374255877092380673,Well─ lagi di fase pengen belajar tapi kehalang males krn daring wkwk https://t.co/Xf3IXNjuNd,gllyter,1
2021-03-16 11:55:49+00:00,1371792317015760896,"@trailerjhope @realmeindonesia Bismillah semoga rejeki kuu
Lagi butuh banget hp aku nyaa
Apalagi sekarang sekolah daring
Hp ku memorinya udah penuh, ga bisa di hapus lagi, semuanya berguna. Habis itu aku satu berdua hp ini sama adekkuu😢

Makasih kak GA nya semoga kakak lirik akuu💜",imntnes,1
2021-03-16 17:26:54+00:00,1371875637313433601,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP

138",jkmytime097,-1
2021-03-17 07:56:09+00:00,1372094388289998848,"Kuliah daring sambil nangis, gegara kangen bgt sama Chanyeol.",B_Candy92,-1
2021-03-19 05:57:10+00:00,1372789221820223500,"@ayy_kimm Bismillah, mau saldo shopeepay kaaak ayy buat beli paket buat daring sekolah😊",inibucinnyajk,1
2021-03-20 04:47:41+00:00,1373134125834498052,"Jangan lupa utk mengucapkan syukur kepada Tuhan ketika selesai daring/belajar atas apa yang kita telah kita pahami, meskipun sedikit. Karena bisa jadi ketidakpahaman kita akan suatu pelajaran dikarenakan kurangnya rasa syukur kita kepada hal kecil #selfreminder",prkdlx,-1
2021-03-16 17:33:19+00:00,1371877250077888516,"@trailerjhope @realmeindonesia done kak nora, bismillah cici mau menang GA karena HP yang ini udah 5 tahun ga ganti dan udah lemod parah😭😭 penyimpanan nya juga udah penuh, gabisa buat nyimpen materi pas daring😭🙏🙏 cici susah banget kalo belajar tiap harii bismillah ya allah

#8etter108MP 
#8etter108MP

172",jkmytime097,-1
2021-03-23 08:38:44+00:00,1374279433838731264,"🤍
 Daring Oh Daring

Setahun sudah belajar tiap hari di rumah, tahu-tahu lulus saja diterima jadi mahasiswa. Tempat duduk SMA dan Universitas tak ada bedanya. Tetap meja dan kursi di pojok kamarnya.

#FiksiMini
@aksarapedia.ID
@Radityariefananda
Ratty-IRT, Bogor",LemanRatty,-1
